MODULE_404,ALDH1A1 AR RBP1 SCP2 CRABP1 SCGB1A1 SHBG GC SERPINA6 ACACA HSD17B4 PCCA GNMT RXRA ACACB FOLR2 RXRG CRABP2 TTR SCGB2A1 ESR2 HNF4G NR3C2 SULT1E1 RLBP1 OSBP
GCM_ATM,MICB BCAT2 MYBPC2 TH SIRPB1 AQP2 RABGGTA NR1H2 ADRB3 BCL3 AANAT HSD17B3 CDK13 HSF4 SCNN1G NEFL HTT LTK MPP2 DRG2 WAS KRT35 ATM DTX2P1-UPK3BP1-PMS2P11 RENBP PLK1 GPER
GCM_CASP2,STAT5B BOD1L CRAMP1L COMMD9 METTL17 DDX47 SIN3A DDX11 VRK3 DHX37 USP39 S100PBP CASP2 BAZ2A CCAR1 MLL C17orf42 MED17 CS SPPL2B MEPCE TBC1D22B FBXL20 THRAP3 RRP9 DENND4A COQ10A
CAR_MYST2,PRPH AIF1 ATP1B2 PFKFB2 LY6G6C EFNA3 WBSCR22 ADCYAP1 IGHMBP2 PCBP3 LILRA4 POU4F1 NCKIPSD CEACAM4 KAT7 WNT10B RREB1 SLC12A4 TNP1 PSG1 IGSF9B GRM4 ZNF157 TRIM58 MC2R VAMP1 NPPA
GNF2_SMC1L1,UQCRC2 HNRNPK ELAC2 LMNB1 HNRNPF U2SURP POLA2 BANF1 EED PSIP1 DHX15 CENPM TCP1 NUP153 PTBP1 LAS1L MCM3 RBMX MCM5 HNRNPA3 PSME2 RRM2 SFPQ PSMA3 DLD SMC1A SNRPG
GNF2_CASP8,ITGAL STK38 STK10 C11orf21 HECA HMHA1 SNRK CASP8 FYB TMC6 PTPRC CYTH1 GIMAP4 GIMAP6 MBNL1 ATM DDX58 BTN3A1 RNF44 CYTIP TRAF3IP3 PARP8 SEMA4D BTN3A3 BIN2 BTN3A2 LCP2
GNF2_CDH3,UPP1 AHNAK2 SFN CDH3 GPR87 ANXA8 LAMB3 COL17A1 ALDH1A3 FGFBP1 S100A2 CLCA2 GJB3 GJB5 FERMT1 S100A14 ANXA3 PTHLH TP63 AMIGO2 KRT19 LAMA3 KRT17 SERPINB5 F3 LAMC2 AREG
GNF2_CDKN1C,HSD3B1 HSD17B1 ALPP TIMP2 KISS1 SEMA3B CYP19A1 CAPN6 MAFF SVEP1 EGFL6 PSG2 PSG3 PSG1 MAN1C1 GH2 CDKN1C LEP PSG9 GCM1 PSG7 PSG5 PSG4 CRH PAPPA2 ADAM12 GDF15
MODULE_200,PDGFRA PDGFRB FGFR1 DDR2 IGF2 CYP1B1 NTRK2 EPHA2 TEK DOK1 CD8A PAX6 CD4 EDN2 EPHA4 CD8B NRG1 ADRB2 KIT BDKRB2 ROR1 EPHB1 MUSK PTPRG ERBB2 EPHB2 POU4F2
GCM_DEAF1,DEAF1 C9orf25 LOC652276 KIAA1109 NAPG DNAJB14 UBQLN2 UBQLN1 DDHD2 MOAP1 TRIM44 RAPGEF2 FAM168B FBXO9 USP33 FBXW11 TMEM30A UBE2K GPR107 FOXJ2 G3BP2 HERC2 GPR153 YWHAG TMEM184B RAB14 MAPK8IP3 DCUN1D4
GCM_MSN,PTGES3 HMGN1 YWHAZ EEF1B2 GPSM3 HNRNPD HNRNPL ARHGAP4 PFN1 SET DRAP1 PCBP1 RHOA TAF9 MSN TRAM1 SPN ARHGDIB DHX9 ARHGEF1 SF1 VAMP7 DDX5 SRSF2 PSME1 SMARCC1 ABCC1 MAPRE1
GNF2_MSH2,ITGB3BP U2SURP SNRPD1 KIAA0101 MLH1 TCERG1 MCM7 DKC1 TOP2A FEN1 GINS1 MSH6 RAD51AP1 MSH2 LIG1 USP1 NASP MCM3 SMC4 MCM6 FANCI RFC4 NDC80 SERBP1 RRM1 PCNA SUPT16H LRPPRC
MODULE_29,DAP3 RPS26 RPS29 RPS19 RPS20 RPS23 RPS4X RPS16 RPS13 RPS15 RPS24 RPS10 RPS17 RPS12 RPS6 RPS4Y1 RPS25 RPS2 RPS27 RPS28 RPS15A RPS3 RPS18 RPSA RPS14 RPS21 RPS8 RPS7
